# Identifiability Atlas for Biexponential IVIM model
# D_true/Dstar_true/f_true: Absolute parameters (mm^2/s, mm^2/s, unitless)
# snr: Signal-to-Noise ratio
# shrinkage_D/Dstar/f: relative marginal width shrinkage (1 - post_90_width / prior_90_width)
# corr_f_Dstar: Pearson correlation between f and D* samples
# mono_collapse_indicator: Posterior mass on f < 0.025
# classification: recoverable, f-D* trade-off, or mono-exp collapse
D_true,Dstar_true,f_true,snr,shrinkage_D,shrinkage_Dstar,shrinkage_f,corr_f_Dstar,mono_collapse_indicator,classification
0.0011142857142857144,0.025714285714285717,0.3271428571428572,10.0,0.39902037,0.1541624,0.14046204,-0.3078509393863331,0.01899999938905239,f-D* trade-off
0.0011142857142857144,0.025714285714285717,0.38857142857142857,10.0,0.3378266,0.12102234,0.13480145,-0.2341518471423524,0.024000000208616257,f-D* trade-off
0.0011142857142857144,0.025714285714285717,0.45,10.0,0.36373663,0.054679394,0.16069251,-0.19544323967035382,0.004999999888241291,f-D* trade-off
0.0011142857142857144,0.04142857142857143,0.02,10.0,0.60745466,0.17425454,0.12393308,-0.32370163061499063,0.0560000017285347,f-D* trade-off
0.0011142857142857144,0.04142857142857143,0.08142857142857143,10.0,0.54541373,0.19380563,0.08554882,-0.32000062993484474,0.04399999976158142,f-D* trade-off
0.0011142857142857144,0.04142857142857143,0.14285714285714285,10.0,0.5359217,0.21895087,0.12802708,-0.3858137791043638,0.039000000804662704,f-D* trade-off
0.0011142857142857144,0.04142857142857143,0.20428571428571426,10.0,0.52591515,0.1607008,0.13675368,-0.3297516835333476,0.032999999821186066,f-D* trade-off
0.0011142857142857144,0.04142857142857143,0.26571428571428574,10.0,0.42108303,0.12625945,0.11371064,-0.30199988714372994,0.024000000208616257,f-D* trade-off
0.0011142857142857144,0.04142857142857143,0.3271428571428572,10.0,0.34913403,0.13606852,0.11974496,-0.2215333651725588,0.020999999716877937,f-D* trade-off
0.0011142857142857144,0.04142857142857143,0.38857142857142857,10.0,0.3177364,0.08315498,0.10530019,-0.08553120258052294,0.014000000432133675,f-D* trade-off
0.0011142857142857144,0.04142857142857143,0.45,10.0,0.3352086,0.051455617,0.2214343,-0.07096612775571182,0.0010000000474974513,f-D* trade-off
0.0011142857142857144,0.05714285714285715,0.02,10.0,0.63598806,0.16237801,0.16175097,-0.3046224067408498,0.04899999871850014,f-D* trade-off
0.0011142857142857144,0.05714285714285715,0.08142857142857143,10.0,0.56301796,0.2504058,0.087902784,-0.35723850511609284,0.05999999865889549,f-D* trade-off
0.0011142857142857144,0.05714285714285715,0.14285714285714285,10.0,0.51046884,0.19319046,0.10427004,-0.3702177910617913,0.03500000014901161,f-D* trade-off
0.0011142857142857144,0.05714285714285715,0.20428571428571426,10.0,0.5102729,0.15129179,0.13458508,-0.3439051348930789,0.026000000536441803,f-D* trade-off
0.0011142857142857144,0.05714285714285715,0.26571428571428574,10.0,0.4390679,0.09926736,0.13105541,-0.23520519975611706,0.03700000047683716,f-D* trade-off
0.0011142857142857144,0.05714285714285715,0.3271428571428572,10.0,0.32003564,0.12813932,0.111151695,-0.18586542373490683,0.02800000086426735,f-D* trade-off
0.0011142857142857144,0.05714285714285715,0.38857142857142857,10.0,0.28130728,0.037756383,0.16398019,-0.14455976553848557,0.014000000432133675,f-D* trade-off
0.0011142857142857144,0.05714285714285715,0.45,10.0,0.30830497,0.055781662,0.26811272,-0.09353910702585004,0.0,f-D* trade-off
0.0011142857142857144,0.07285714285714286,0.02,10.0,0.6143606,0.18235731,0.1187523,-0.35406434879380017,0.050999999046325684,f-D* trade-off
0.0011142857142857144,0.07285714285714286,0.08142857142857143,10.0,0.57701373,0.1886636,0.122504056,-0.3309772633272686,0.041999999433755875,f-D* trade-off
0.0011142857142857144,0.07285714285714286,0.14285714285714285,10.0,0.52684075,0.15888757,0.1085341,-0.36366364762222564,0.035999998450279236,f-D* trade-off
0.0011142857142857144,0.07285714285714286,0.20428571428571426,10.0,0.51657975,0.16877943,0.13391262,-0.3396587479791235,0.028999999165534973,f-D* trade-off
0.0011142857142857144,0.07285714285714286,0.26571428571428574,10.0,0.42609668,0.07291567,0.12977272,-0.26096891386487675,0.03700000047683716,f-D* trade-off
0.0011142857142857144,0.07285714285714286,0.3271428571428572,10.0,0.31002593,0.08498454,0.09938681,-0.18224796659334563,0.03500000014901161,f-D* trade-off
0.0011142857142857144,0.07285714285714286,0.38857142857142857,10.0,0.3026818,0.01016593,0.12596601,-0.0670912668545959,0.014999999664723873,f-D* trade-off
