snr_single,snr_avg,chi2_red,npe_selfconsistency,heldout_rms_z,covered95_allheldout
30.7144,75.2346,1.48744,16.81702,18.70496,0
9.8397,24.1022,1.53953,8.78156,10.69111,0
22.1322,54.2126,3.31046,18.06559,23.59730,0
22.8925,56.0748,1.06415,20.49742,22.42012,0
22.5908,55.3361,0.28970,16.63532,19.07793,0
27.6268,67.6717,0.02188,16.50377,20.53716,0
41.1655,100.8345,0.23467,29.77119,33.73914,0
27.1592,66.5263,0.47927,10.70300,12.38028,0
31.0147,75.9703,0.25895,18.06923,20.66798,0
36.2812,88.8705,0.86894,16.82274,19.33311,0
19.5427,47.8698,0.00650,8.74929,9.38107,0
37.4493,91.7317,7.77431,26.02364,28.34856,0
29.2161,71.5645,0.02819,17.48847,22.25296,0
26.2716,64.3519,0.02098,23.01550,27.22496,0
32.8547,80.4771,0.64240,26.77336,33.16570,0
13.8823,34.0047,0.04388,7.29826,6.91567,0
40.8096,99.9627,0.01091,26.58484,30.83520,0
35.0446,85.8413,0.00173,24.11524,29.08826,0
37.5187,91.9017,2.76278,19.09292,22.20816,0
35.6433,87.3078,15.03911,23.33459,28.43681,0
30.1194,73.7771,1.33897,20.19266,26.66922,0
31.1358,76.2668,1.04368,20.31714,24.53900,0
17.9879,44.0611,1.67590,16.08797,16.62101,0
43.6962,107.0335,1.24773,20.56207,24.51868,0
30.6931,75.1825,0.84856,19.47310,23.56677,0
21.8380,53.4920,3.49923,19.61106,22.33700,0
26.5118,64.9404,0.08830,15.25852,16.89921,0
25.3742,62.1538,2.11428,9.11060,10.30594,0
39.9847,97.9421,0.00170,22.10757,25.44027,0
27.9904,68.5622,0.01811,18.41853,21.74509,0
28.8871,70.7586,10.43049,24.41459,27.68835,0
24.2170,59.3192,0.72541,19.60423,22.26043,0
41.6073,101.9166,0.17384,24.33731,28.82720,0
13.3976,32.8173,0.69664,5.80910,6.49523,0
20.5448,50.3244,2.94201,11.79383,13.71703,0
32.0899,78.6040,0.63579,21.07148,26.28915,0
26.7166,65.4419,0.17555,18.19849,19.99373,0
26.8094,65.6694,0.10019,23.11622,27.55085,0
14.2202,34.8323,0.06237,3.87838,5.35858,0
35.6898,87.4218,0.06322,16.49070,18.72487,0
24.0553,58.9232,0.02362,7.38762,8.89463,0
35.3066,86.4831,0.73987,22.04200,24.67883,0
37.9314,92.9126,1.45761,12.53956,13.55839,0
13.3238,32.6366,0.19612,11.22580,12.34654,0
29.5627,72.4136,2.99522,22.72144,29.56309,0
15.3059,37.4916,0.22042,5.38112,6.79275,0
33.6802,82.4992,0.42425,26.19855,31.92238,0
27.8342,68.1795,4.37229,13.65125,16.25096,0
31.4606,77.0625,2.34934,25.14220,26.92921,0
29.7197,72.7980,2.28561,22.21624,27.79216,0
31.6393,77.5002,5.03255,10.34081,14.28199,0
33.0686,81.0012,2.65701,18.54222,20.01817,0
33.7090,82.5699,0.57700,11.01368,12.69808,0
20.1476,49.3514,3.27535,16.88809,19.86449,0
33.3254,81.6301,0.51949,19.28310,23.03821,0
28.3764,69.5078,0.15389,15.27553,16.89284,0
32.4625,79.5165,1.67580,31.38133,38.55674,0
56.4857,138.3612,1.81905,15.61483,17.46117,0
24.9016,60.9961,1.44717,8.02425,9.72424,0
41.1323,100.7532,0.21409,28.41846,32.63098,0
17.3592,42.5211,2.80379,8.33921,10.09727,0
26.4275,64.7338,0.88836,16.58417,19.98449,0
33.9820,83.2385,0.96692,18.92247,22.02154,0
30.4942,74.6951,4.30386,12.41952,14.82543,0
28.3374,69.4122,1.89118,23.20345,26.47994,0
28.0339,68.6688,0.11410,22.92018,26.35295,0
26.5374,65.0030,0.28859,18.01822,21.98638,0
11.1858,27.3995,2.24178,7.71014,10.00188,0
11.3495,27.8005,1.32967,10.29060,11.29313,0
32.3196,79.1666,0.23376,25.33178,28.32808,0
27.0756,66.3214,1.03223,24.16881,30.59457,0
32.8228,80.3991,3.38329,21.45858,27.38018,0
47.3274,115.9279,0.09131,13.93157,15.43928,0
19.3519,47.4023,0.03737,6.77820,9.12499,0
31.1770,76.3678,0.19806,22.03478,25.03146,0
19.9866,48.9570,2.34620,6.24138,7.56897,0
11.7712,28.8334,0.14310,6.96875,8.68660,0
37.9761,93.0220,0.22165,26.86052,31.36779,0
32.6418,79.9558,34.05559,23.57741,28.53263,0
41.6692,102.0684,0.01431,16.89418,21.74591,0
18.8785,46.2427,0.19768,7.87007,10.35491,0
24.3823,59.7241,0.62961,12.91529,15.50722,0
41.2459,101.0313,0.54943,30.89476,35.49903,0
37.0213,90.6833,1.54707,18.95043,23.92965,0
37.2833,91.3251,0.07580,20.24648,22.71729,0
28.4849,69.7735,0.29980,24.12436,27.97237,0
44.3164,108.5525,0.02328,28.90165,33.98510,0
48.3557,118.4467,0.08308,30.14354,36.55141,0
15.4180,37.7662,0.14613,10.60852,11.87754,0
31.4935,77.1429,5.90333,27.29113,30.65528,0
12.0990,29.6364,0.33559,8.07776,9.46441,0
39.6064,97.0156,2.71449,24.56682,29.26361,0
16.6932,40.8899,0.05655,12.65102,15.21789,0
28.8610,70.6948,0.46774,12.44507,13.96121,0
32.9014,80.5916,0.76497,16.75419,19.10553,0
35.6423,87.3054,1.61190,21.55031,27.51873,0
44.2735,108.4476,0.10970,13.33255,12.96656,0
29.8244,73.0546,1.65489,12.01726,13.59651,0
29.7295,72.8220,0.61787,21.22913,27.72795,0
8.0000,19.5959,72.64986,9.43450,9.18922,0
20.9186,51.2399,18.90958,20.20237,23.10101,0
37.4156,91.6491,0.05918,22.14098,26.05170,0
32.6535,79.9845,0.89146,15.20387,19.08902,0
23.8649,58.4568,1.92736,16.87620,20.14287,0
28.4514,69.6915,0.07561,18.59376,21.65998,0
22.8140,55.8827,0.06926,7.68707,10.41304,0
30.8948,75.6766,1.51657,12.97748,15.59385,0
32.0580,78.5258,11.64625,15.14408,20.48407,0
27.3487,66.9903,0.18163,18.47245,21.70055,0
9.7689,23.9289,3.81631,8.45775,9.79424,0
41.3980,101.4041,0.47249,17.48838,22.20039,0
20.9538,51.3262,0.07105,12.12817,14.57503,0
28.0909,68.8084,3.42560,22.26664,27.29350,0
33.3367,81.6579,1.43542,20.42078,23.69673,0
29.0978,71.2748,0.55830,20.38380,25.15531,0
45.6792,111.8907,0.75224,27.18274,32.27043,0
40.2939,98.6995,0.04180,17.89350,20.79546,0
17.7742,43.5378,7.31966,13.56606,14.97175,0
27.4815,67.3156,0.16909,19.16505,26.07332,0
10.7947,26.4416,0.08234,4.35949,6.51907,0
15.1974,37.2260,2.27631,6.88091,7.64224,0
18.7249,45.8666,1.82380,5.42612,4.21963,0
16.7592,41.0514,0.54060,7.41510,8.10252,0
33.3087,81.5893,1.43459,23.54730,26.23688,0
17.8563,43.7389,0.91699,14.04919,17.20704,0
19.0667,46.7037,1.09024,13.21875,15.33206,0
28.4438,69.6728,0.07353,9.83552,10.67348,0
28.6890,70.2734,1.77887,16.51303,20.67976,0
30.4868,74.6772,1.07921,23.64681,29.30488,0
20.3465,49.8386,2.88218,12.81230,16.92762,0
30.2238,74.0329,0.07032,20.84037,27.46243,0
25.5901,62.6826,1.01873,9.91977,10.96051,0
21.7748,53.3371,1.37080,9.15772,10.12779,0
26.8241,65.7054,59.67178,23.63561,29.15976,0
43.1537,105.7046,1.77564,17.54909,20.42485,0
25.2406,61.8266,0.44594,9.12205,10.24072,0
28.4893,69.7843,14.28385,19.85544,22.85817,0
27.3268,66.9366,2.25416,17.74136,21.84808,0
19.4012,47.5230,4.10624,16.46938,19.29270,0
22.8954,56.0821,0.62255,13.78563,16.69160,0
15.6010,38.2144,0.00721,6.00982,6.18723,0
25.3521,62.0997,5.13895,18.76522,22.01175,0
18.4448,45.1803,0.00032,6.31974,6.83260,0
31.0454,76.0454,0.01737,17.31933,21.02493,0
21.6114,52.9369,0.15261,11.09038,11.81145,0
36.9666,90.5494,1.93746,29.20467,36.69285,0
21.0322,51.5182,0.00619,11.29043,13.64313,0
30.8170,75.4859,0.00001,14.66755,16.73567,0
12.3330,30.2097,0.04991,6.87634,7.86104,0
34.1041,83.5376,0.26724,23.16261,24.14739,0
10.8886,26.6716,2.53658,7.66099,8.30993,0
22.0188,53.9349,0.53829,18.27817,23.93014,0
10.8929,26.6819,0.01332,8.53260,9.61216,0
12.8480,31.4711,5.86997,10.61010,12.17755,0
12.2213,29.9359,0.04940,4.94038,4.83137,0
22.8145,55.8839,8.82028,18.07647,19.62271,0
13.4037,32.8323,4.37666,10.96876,12.92231,0
19.8930,48.7276,0.24142,16.88711,21.41601,0
34.8246,85.3024,1.22730,22.41007,26.46845,0
34.3431,84.1230,5.34399,13.84094,18.42083,0
34.8258,85.3054,3.78464,28.24202,34.50542,0
16.9599,41.5431,1.76834,14.61235,17.05279,0
33.1468,81.1929,0.02005,19.21085,22.85628,0
23.3442,57.1813,0.06990,13.17151,14.82827,0
37.4037,91.6199,0.01245,25.71411,30.20552,0
27.5890,67.5791,9.93857,25.34691,31.44538,0
12.3521,30.2564,5.40249,9.77047,11.10166,0
14.8017,36.2566,0.00765,7.38507,7.53274,0
32.9966,80.8248,1.53190,8.82529,9.35077,0
24.9155,61.0304,1.23245,17.08818,18.60781,0
25.9701,63.6135,1.22515,12.34977,15.74777,0
28.7277,70.3682,1.32470,12.53602,15.33708,0
32.6119,79.8826,0.26728,21.75588,27.89649,0
33.4123,81.8430,0.01100,18.18737,21.87550,0
24.0838,58.9931,5.02369,18.33588,20.55682,0
28.7280,70.3690,6.24662,18.95950,21.85334,0
21.2490,52.0493,1.48179,13.28083,15.56641,0
25.0644,61.3950,1.52433,16.84390,22.30865,0
31.1944,76.4105,1.59988,18.05703,18.74378,0
20.8729,51.1281,22.43581,17.90330,20.27892,0
27.9366,68.4304,0.53741,23.08236,27.61262,0
34.8102,85.2671,1.61049,19.94379,21.94409,0
22.1307,54.2089,3.18218,17.45773,19.81534,0
25.3225,62.0272,2.99621,11.55688,12.27195,0
33.7466,82.6619,1.81661,26.56684,30.72345,0
18.6056,45.5741,0.04013,10.71685,12.51659,0
8.0000,19.5959,0.46164,2.13250,2.63645,0
45.2313,110.7936,2.11884,24.33771,29.21277,0
26.3002,64.4221,0.13538,18.26425,20.99166,0
30.2173,74.0170,1.69734,25.54195,32.76554,0
37.5839,92.0614,0.15002,15.61495,18.76538,0
27.3974,67.1096,0.95366,17.12873,20.14225,0
32.1173,78.6709,12.98619,25.64157,29.18507,0
12.5045,30.6296,0.06953,4.91418,5.47361,0
8.7081,21.3305,0.05449,3.67978,3.12010,0
28.2533,69.2061,2.63879,24.81076,30.67216,0
34.3695,84.1878,0.17369,25.96637,29.84776,0
26.2319,64.2548,0.35263,16.31577,19.29284,0
13.3410,32.6787,5.04416,10.98041,12.22665,0
35.9413,88.0379,1.77852,27.74742,33.40099,0
19.3464,47.3889,0.14540,11.23822,13.00267,0
25.2965,61.9635,0.04136,16.34804,16.34194,0
25.2870,61.9403,0.22908,17.68867,20.86050,0
23.6072,57.8257,0.14546,17.41771,18.96997,0
17.8182,43.6456,0.05187,12.16493,14.23857,0
30.0152,73.5219,0.43915,17.90690,20.49386,0
39.0841,95.7361,0.07275,24.78221,27.36396,0
24.5055,60.0261,0.34169,11.63456,13.20273,0
45.9934,112.6603,2.09550,33.07699,36.68095,0
16.3400,40.0247,0.14148,11.13431,12.63670,0
20.8837,51.1544,0.03956,8.63760,10.42900,0
32.9120,80.6177,1.17273,23.21290,26.27160,0
30.4250,74.5256,2.63559,16.37277,18.16127,0
33.0737,81.0137,0.01017,9.05949,9.26250,0
27.5132,67.3933,1.37779,15.88238,18.15687,0
20.6746,50.6422,5.11621,18.71975,21.72944,0
21.1134,51.7171,12.40373,18.97447,22.68716,0
25.5500,62.5845,1.15043,11.70706,15.13870,0
26.0428,63.7916,0.25510,18.77543,22.09960,0
25.1583,61.6250,3.03898,9.24902,10.79547,0
42.4799,104.0540,0.77257,16.96062,20.83135,0
19.3362,47.3638,0.25534,14.06918,16.70960,0
29.1358,71.3680,0.04809,21.49861,25.53612,0
40.1624,98.3774,0.71811,16.66471,21.45486,0
25.5037,62.4711,0.15380,15.31892,18.27485,0
44.1834,108.2268,1.88175,28.05933,34.50351,0
20.0966,49.2265,0.54562,15.69402,18.79913,0
18.7150,45.8421,0.02488,14.57999,17.30290,0
35.9383,88.0306,0.82042,23.23826,29.04580,0
18.0846,44.2981,0.55517,8.95839,9.15992,0
30.8828,75.6470,1.69695,16.61867,19.59117,0
25.3233,62.0291,0.82112,22.88730,28.88717,0
30.9160,75.7283,0.07444,18.01439,20.74972,0
19.9768,48.9330,4.93302,17.77531,20.06115,0
21.5203,52.7137,0.47990,11.07169,13.58488,0
32.6021,79.8586,2.94743,19.15662,22.68469,0
30.2001,73.9748,0.06830,24.10721,28.31681,0
33.4842,82.0192,3.20356,26.51153,31.25568,0
24.9232,61.0492,2.02460,21.22521,24.82874,0
25.9933,63.6702,0.02171,21.52255,24.40856,0
41.1401,100.7723,0.35372,17.94448,18.87972,0
29.7114,72.7778,0.02246,18.51240,23.91710,0
26.9546,66.0249,0.71501,17.59777,19.61530,0
20.5334,50.2964,0.20051,8.95691,10.29407,0
20.4804,50.1664,0.72600,15.18223,19.22121,0
33.3805,81.7651,7.76918,26.79772,32.78941,0
12.4752,30.5579,0.22668,7.08337,7.66466,0
37.5237,91.9139,30.90322,36.29373,39.73457,0
33.7377,82.6401,3.16957,17.41186,20.33172,0
20.2042,49.4899,0.95773,5.88138,6.83263,0
21.9428,53.7487,0.60185,14.72747,18.16756,0
32.0913,78.6072,1.36889,26.71927,29.25638,0
38.3175,93.8583,0.54387,13.08698,14.47948,0
21.6214,52.9614,0.64278,14.30496,17.28301,0
29.9449,73.3498,1.50809,21.97091,26.86151,0
20.7835,50.9090,5.11575,17.45817,21.42951,0
27.2495,66.7473,3.25543,19.88397,23.55702,0
32.1236,78.6865,0.00533,19.48058,22.67843,0
24.8067,60.7638,0.13012,7.44153,8.45687,0
51.8588,127.0276,3.91740,11.63298,14.84336,0
22.6726,55.5363,1.75859,13.56416,14.29733,0
24.7488,60.6220,0.15355,15.23423,17.81627,0
34.3758,84.2031,1.95429,13.90535,17.47746,0
10.2522,25.1126,0.85144,4.87318,6.10103,0
17.1544,42.0195,2.89455,13.45427,14.96838,0
22.2099,54.4028,0.96303,17.98875,20.61011,0
31.0965,76.1705,2.31234,17.72479,22.61898,0
28.6957,70.2898,0.35790,18.50604,20.28003,0
37.6600,92.2478,0.11974,27.09026,32.45667,0
26.2453,64.2876,0.01656,19.92848,24.53270,0
34.4578,84.4039,0.00050,17.77339,19.54812,0
28.5598,69.9569,6.23776,20.29625,23.61129,0
41.0314,100.5059,0.86748,25.39863,31.55670,0
13.9537,34.1795,0.50183,12.54233,14.21085,0
37.5874,92.0700,2.20101,17.78677,22.66083,0
37.6008,92.1029,0.15716,24.57155,28.10923,0
27.7483,67.9691,0.27744,19.84466,24.91901,0
12.7634,31.2638,0.16903,10.53935,11.20039,0
25.8145,63.2324,0.03606,11.15549,13.75007,0
22.2647,54.5371,11.97350,21.91891,27.60504,0
28.6197,70.1037,0.50967,13.78177,17.19270,0
39.9401,97.8329,1.81574,15.59332,19.40510,0
23.5197,57.6112,0.81754,17.79733,21.59434,0
12.1373,29.7302,3.35092,10.69970,12.95946,0
15.9552,39.0821,0.00182,11.48222,13.07801,0
25.9768,63.6298,1.85201,18.05347,21.30122,0
11.9916,29.3733,0.51599,9.76161,12.53863,0
18.5067,45.3321,4.19954,16.02886,18.76132,0
31.3643,76.8266,1.32217,14.71509,16.62795,0
29.7479,72.8672,0.57612,16.55533,18.33736,0
37.7408,92.4458,0.04206,26.38319,31.45562,0
35.5111,86.9840,0.59870,16.45532,19.88271,0
28.4609,69.7146,0.25214,14.90156,16.82167,0
35.4721,86.8885,2.71761,22.33948,26.58685,0
29.3269,71.8360,0.85166,15.15705,18.92206,0
26.1706,64.1046,1.58620,21.54862,25.51632,0
27.2037,66.6351,0.99207,17.89647,21.29950,0
15.7405,38.5561,1.61898,13.44044,16.24804,0
13.7353,33.6445,0.25954,5.88094,6.41529,0
17.5457,42.9781,0.19064,13.85993,14.85501,0
31.9514,78.2647,0.61734,22.16441,24.19941,0
18.1765,44.5232,2.18961,13.60975,15.95252,0
18.4930,45.2984,0.02148,14.01935,16.57273,0
18.3560,44.9629,0.11949,16.12910,19.13845,0
30.6328,75.0347,0.57885,22.81144,26.16775,0
38.0925,93.3072,1.47812,30.60081,38.82626,0
27.1680,66.5478,4.34693,17.99459,20.87812,0
34.1861,83.7384,1.97835,31.04823,35.77391,0
14.9227,36.5531,3.12221,8.28241,10.21818,0
16.6794,40.8561,0.13719,12.61012,15.04676,0
29.1416,71.3821,1.95253,14.88087,17.19717,0
30.6231,75.0109,0.11045,20.14322,24.11206,0
23.1810,56.7816,0.76121,20.16364,24.36967,0
21.7668,53.3175,12.79542,20.52399,25.51018,0
27.2664,66.7888,0.09418,16.31819,19.98234,0
38.1422,93.4288,1.47066,13.61348,16.87423,0
34.7109,85.0239,1.11727,23.07513,25.83391,0
30.8896,75.6638,3.10447,30.78726,35.77152,0
19.5930,47.9928,0.44535,13.36939,16.49282,0
30.7926,75.4262,1.87268,21.06306,25.56442,0
12.4943,30.6048,0.42017,3.54244,3.42282,0
28.9444,70.8990,0.02814,4.17317,4.87766,0
14.9806,36.6948,0.03344,10.93891,11.18907,0
32.1261,78.6926,0.60213,12.86585,15.76497,0
46.8427,114.7406,11.31672,25.98689,30.04437,0
29.1828,71.4830,3.28729,12.46403,13.99845,0
40.7629,99.8484,3.88661,28.79596,31.65949,0
17.3838,42.5814,0.17718,9.54814,10.82202,0
26.0502,63.8097,0.17480,8.92627,9.96059,0
14.4069,35.2897,1.23320,13.18312,13.52353,0
20.9393,51.2906,0.06823,16.00755,19.17920,0
35.1806,86.1746,1.73276,17.24333,20.30665,0
43.4292,106.3795,1.55333,17.72953,20.94478,0
24.8148,60.7836,2.52981,15.99052,19.18775,0
56.8684,139.2987,0.06029,16.50148,17.88466,0
30.2790,74.1681,0.21628,21.41450,26.25279,0
21.1305,51.7590,2.04759,22.02511,23.08842,0
20.9808,51.3923,0.00245,10.41662,12.89747,0
27.3035,66.8796,0.03785,16.79841,20.35945,0
35.9935,88.1657,4.40514,16.70286,18.96940,0
25.2912,61.9505,1.58445,16.38943,19.59941,0
12.3516,30.2551,0.51033,6.05968,6.71730,0
14.0359,34.3809,5.18130,9.94799,10.92717,0
10.1379,24.8327,0.22706,8.79875,10.32042,0
31.4111,76.9412,1.10824,23.36471,26.75602,0
20.5358,50.3022,1.29399,14.37100,16.29253,0
8.0000,19.5959,13.80486,7.60677,10.08892,0
28.3530,69.4503,4.79827,20.38693,23.08418,0
42.0093,102.9013,0.60825,38.56310,43.18813,0
31.6145,77.4394,2.02269,14.53733,15.29318,0
30.6316,75.0318,0.30268,23.37081,25.64223,0
28.6061,70.0703,10.33507,24.90309,28.51841,0
37.2240,91.1797,1.91318,14.14297,16.45957,0
37.0377,90.7235,0.08626,24.36195,28.80678,0
31.2357,76.5116,0.11350,17.83508,21.86986,0
27.0950,66.3689,4.61430,20.03110,23.70351,0
11.1861,27.4002,0.00756,7.89714,8.58432,0
35.4748,86.8952,0.56813,18.87749,22.71000,0
33.7376,82.6398,3.01932,21.04426,25.15614,0
11.7258,28.7223,0.00617,7.94866,9.48319,0
39.1920,96.0005,1.58321,14.11500,15.91267,0
20.4915,50.1938,0.02364,15.48825,16.91977,0
27.3990,67.1135,0.52183,17.36296,19.93614,0
31.8455,78.0052,1.56482,25.73910,31.24717,0
18.4634,45.2258,0.39884,15.33168,18.16957,0
39.9480,97.8521,4.89244,21.90995,29.04799,0
35.8605,87.8399,2.68844,27.11959,32.00653,0
34.6618,84.9036,2.02046,17.63784,20.91649,0
35.9620,88.0885,2.09685,17.34532,19.15768,0
10.1336,24.8222,0.79153,6.09662,6.70224,0
25.1204,61.5323,0.38501,18.79560,23.40787,0
23.7586,58.1964,0.08532,18.05229,20.03783,0
35.7164,87.4869,2.20311,22.33351,27.81378,0
11.6885,28.6308,0.57363,2.82314,2.17602,0
26.6017,65.1606,2.88773,20.19298,25.18931,0
27.1706,66.5540,1.93813,21.13548,22.58986,0
25.7013,62.9550,0.94594,16.91658,20.99081,0
38.7030,94.8026,4.95396,10.07671,12.15467,0
26.2280,64.2451,0.21284,18.82314,23.31323,0
26.8193,65.6936,0.02615,19.21726,22.81310,0
29.6139,72.5389,0.14464,22.06879,26.31215,0
32.0680,78.5502,0.02413,13.51152,14.02966,0
34.0290,83.3538,2.42116,11.05122,11.51233,0
24.1919,59.2577,2.45709,19.63838,22.32049,0
25.1137,61.5158,0.33978,17.45290,21.21642,0
27.7861,68.0618,1.80888,12.96815,15.80747,0
31.4127,76.9450,0.36777,18.97340,22.38834,0
31.5460,77.2716,0.33412,16.19402,19.27767,0
13.8693,33.9728,0.72185,10.43306,12.06490,0
27.0267,66.2015,0.16310,13.29559,16.13707,0
8.0000,19.5959,0.85830,7.29780,8.53995,0
30.3869,74.4324,1.15515,13.82070,16.23295,0
23.9076,58.5614,10.47470,20.58243,25.46571,0
30.0013,73.4880,3.73975,23.61071,26.00348,0
21.7504,53.2773,0.00981,13.33431,15.09147,0
30.7446,75.3086,0.26828,18.56867,19.15436,0
33.5953,82.2913,2.96944,25.38377,30.93237,0
19.5034,47.7734,0.03390,11.49425,13.23273,0
29.0181,71.0795,5.12140,23.67792,28.93540,0
17.3432,42.4820,7.59942,10.10900,12.04840,0
30.5370,74.8000,2.59806,25.45001,28.96571,0
31.5840,77.3646,2.38957,16.32496,18.90643,0
21.5040,52.6738,0.02345,14.78090,17.02560,0
17.0432,41.7471,0.21731,5.82338,5.59517,0
17.7037,43.3650,0.72869,11.51730,13.62765,0
22.5565,55.2520,50.95911,16.12726,18.71660,0
29.4997,72.2593,4.27889,21.86303,23.44919,0
40.6932,99.6777,1.09339,24.94388,30.19191,0
25.0215,61.2898,0.30038,13.75501,14.51461,0
38.9083,95.3056,3.08105,22.54932,28.26403,0
18.1490,44.4557,0.04151,13.87867,15.42847,0
34.2381,83.8658,0.05189,10.75898,10.65778,0
24.4209,59.8188,5.51226,7.04378,7.86159,0
25.1701,61.6539,2.36555,17.05307,18.53918,0
10.4000,25.4747,0.01162,6.46745,7.36616,0
17.9714,44.0208,0.52093,10.98837,12.28731,0
24.4049,59.7795,2.82984,10.21434,12.02325,0
25.0956,61.4714,0.29493,13.05183,16.46937,0
28.1266,68.8958,1.07886,19.67732,23.01356,0
20.9083,51.2148,2.82916,14.46775,19.59864,0
22.8111,55.8755,0.47836,15.72781,21.03574,0
40.7311,99.7704,1.79390,18.42788,20.39059,0
26.1806,64.1292,2.47703,16.84517,20.78282,0
25.0375,61.3292,3.02062,19.79746,24.62063,0
26.9534,66.0221,1.47137,15.40015,18.95432,0
27.3124,66.9014,0.58504,19.56164,24.50716,0
29.2100,71.5496,1.51779,14.35434,17.47889,0
17.9545,43.9793,0.80973,10.64701,13.26713,0
23.5910,57.7858,0.15107,11.56808,13.68166,0
16.4856,40.3814,0.51398,14.30811,16.47726,0
34.6457,84.8642,1.03263,14.44799,15.60275,0
19.4314,47.5970,4.82692,17.51231,20.95995,0
18.2778,44.7712,3.34002,16.13444,19.40543,0
22.4779,55.0594,1.06204,7.45803,9.53519,0
26.5759,65.0975,0.56226,15.42662,19.50617,0
37.8148,92.6270,17.50099,33.84748,37.84733,0
31.9757,78.3241,1.17517,15.45476,20.26427,0
36.3366,89.0061,0.20504,28.88550,32.72931,0
25.7224,63.0067,0.44637,10.55357,12.24080,0
14.3539,35.1597,1.90342,14.74811,17.24141,0
24.7771,60.6911,0.79497,7.25305,8.74702,0
35.1466,86.0913,0.69535,22.87230,25.85172,0
23.6320,57.8864,0.41086,12.25237,16.83325,0
28.6483,70.1736,1.16616,8.00972,9.20800,0
29.7688,72.9184,0.19335,18.84982,23.66258,0
34.7713,85.1720,0.13371,18.34989,24.00769,0
35.2669,86.3858,2.06910,21.55018,23.99723,0
22.0076,53.9074,4.30124,6.93042,7.94555,0
12.0271,29.4601,0.01068,5.07848,5.80152,0
15.4765,37.9096,1.28627,9.69627,12.29010,0
21.5309,52.7397,0.14024,18.03182,20.00501,0
38.9086,95.3063,0.40928,18.98196,23.07068,0
31.0961,76.1695,0.32602,17.36104,21.00953,0
16.1593,39.5821,0.00011,15.10789,17.60219,0
21.6952,53.1422,2.15891,16.43413,19.09342,0
23.6651,57.9674,0.01182,13.40900,15.39625,0
10.7822,26.4109,0.00754,7.47932,7.88657,0
26.5866,65.1237,0.04680,20.85134,26.30541,0
31.3976,76.9082,0.49819,23.98663,26.34001,0
23.1393,56.6794,10.03375,23.14546,27.02909,0
32.9584,80.7313,1.12395,16.56525,18.11920,0
31.2967,76.6609,0.02835,21.17943,24.71567,0
21.7821,53.3550,0.43404,7.68394,8.90892,0
34.8263,85.3067,1.65565,28.27653,33.53360,0
25.6366,62.7965,0.14331,16.60245,19.77678,0
23.8595,58.4437,1.05940,16.20529,19.01866,0
37.8328,92.6712,3.43131,21.24214,25.84366,0
37.0656,90.7919,1.13055,16.20462,18.93599,0
31.1457,76.2911,0.95977,22.29837,27.80408,0
14.9149,36.5340,0.08277,11.60398,12.57727,0
21.5785,52.8562,3.63443,15.38751,16.62900,0
18.6955,45.7945,4.88891,12.81203,14.06671,0
27.3144,66.9064,1.79639,20.75296,26.70633,0
21.0754,51.6240,0.23255,15.99568,18.53691,0
25.2873,61.9409,0.13487,19.70557,22.12922,0
35.5708,87.1304,0.02160,22.70047,26.51021,0
15.8023,38.7076,0.12900,4.34922,4.09661,0
23.6412,57.9090,0.57097,16.19873,18.51026,0
22.4629,55.0226,0.27511,15.34171,16.64936,0
24.8389,60.8427,8.29920,11.89069,14.53734,0
25.2455,61.8385,0.00968,14.62410,14.94487,0
25.7678,63.1179,0.04577,15.04071,17.64061,0
42.0973,103.1168,2.98038,30.29802,35.19124,0
32.9087,80.6094,0.16762,13.49664,13.72096,0
31.0418,76.0365,0.26848,18.68374,22.89883,0
52.2747,128.0462,0.00459,28.67703,33.38068,0
20.4375,50.0614,2.01887,7.30906,8.93894,0
35.5677,87.1226,9.50862,25.04221,29.73534,0
20.1896,49.4543,42.78746,19.16745,20.62549,0
35.4330,86.7928,9.23356,23.17067,27.79830,0
23.8767,58.4858,0.09761,11.83451,14.34838,0
23.6949,58.0404,1.24278,18.18054,22.08307,0
18.4439,45.1782,0.02175,12.49595,14.36811,0
46.4873,113.8701,0.08532,24.27327,27.72221,0
29.4714,72.1898,0.01625,12.07153,15.06972,0
18.0298,44.1639,1.14274,17.16199,19.83986,0
29.1562,71.4178,3.50782,23.14192,26.14543,0
27.6705,67.7787,1.58509,20.42086,26.20321,0
26.8135,65.6793,0.02174,19.83562,22.13975,0
32.2622,79.0260,1.50848,22.14325,23.52003,0
22.4588,55.0125,2.27108,19.60404,21.39315,0
18.2958,44.8154,0.05032,11.11336,13.89114,0
26.8540,65.7787,0.24272,16.38270,20.04678,0
39.1768,95.9631,0.00360,29.09006,35.48629,0
35.0376,85.8243,0.36819,21.40378,26.10291,0
22.3568,54.7627,0.04729,11.88323,12.42796,0
29.0815,71.2349,0.11533,12.90854,13.20200,0
27.1951,66.6142,1.00994,18.19913,20.80520,0
53.1285,130.1377,2.53807,32.44114,38.48652,0
18.9714,46.4703,7.48742,10.75785,14.62858,0
27.8226,68.1511,5.70840,19.54293,23.55970,0
32.5540,79.7407,0.74832,6.91519,8.74435,0
43.6491,106.9180,0.76734,27.88002,34.02963,0
29.0169,71.0765,0.01615,19.39111,24.02918,0
19.6116,48.0384,0.07522,13.74971,16.67985,0
23.3034,57.0814,0.93884,13.23139,16.49185,0
