snr_single,snr_avg,chi2_red,npe_selfconsistency,heldout_rms_z,covered95_allheldout
21.9590,53.7885,12.48291,15.96809,20.96155,0
18.9349,46.3809,0.47713,10.81635,13.19896,0
27.8083,68.1161,0.07684,16.69143,18.79299,0
27.9106,68.3667,0.22163,19.28557,23.90201,0
41.5098,101.6777,1.23445,32.81632,41.05161,0
22.1252,54.1954,0.28832,9.41042,10.92626,0
50.5118,123.7281,2.78601,23.64941,26.93728,0
15.9970,39.1845,0.22672,11.23307,12.76420,0
41.9914,102.8574,3.75974,37.02397,41.65789,0
25.9879,63.6570,0.18260,14.94275,17.31587,0
42.8073,104.8561,0.95442,18.89178,21.68588,0
28.7300,70.3738,13.82950,25.77237,32.75768,0
30.9761,75.8757,1.84467,18.95340,22.55275,0
35.4823,86.9135,1.48658,23.21816,26.40870,0
30.8619,75.5960,0.31212,11.44413,13.44930,0
24.6443,60.3660,3.39387,18.22260,19.83533,0
25.0185,61.2826,1.48089,20.08663,22.13086,0
35.8676,87.8574,0.32195,21.59898,25.17197,0
19.1328,46.8655,0.00002,10.66091,13.55444,0
18.3142,44.8604,0.28144,6.71667,7.91783,0
15.5911,38.1901,0.07870,11.00124,13.51357,0
37.4769,91.7992,0.60567,14.66361,17.85400,0
31.6550,77.5387,4.62440,23.37930,28.83969,0
39.9515,97.8609,0.97298,29.35657,35.91789,0
18.4668,45.2343,1.85324,6.08310,6.91695,0
9.2442,22.6435,16.24560,8.41264,8.63693,0
41.6130,101.9306,0.77959,24.81404,29.18915,0
26.9382,65.9849,1.47698,12.45236,15.16560,0
30.1844,73.9363,1.49845,18.08229,19.99135,0
44.3453,108.6233,1.66727,22.46459,24.74704,0
37.0334,90.7130,0.50453,27.86808,32.03639,0
19.1052,46.7980,1.00388,12.36857,15.16683,0
20.6819,50.6601,2.56328,18.89693,19.91650,0
27.4331,67.1971,0.01195,18.20272,23.27994,0
31.2383,76.5180,0.15413,17.85058,20.55385,0
28.1296,68.9032,1.23344,22.29140,26.22085,0
28.6111,70.0827,1.88425,19.51741,20.88331,0
16.3425,40.0307,0.00090,11.19203,13.46455,0
26.8945,65.8779,0.04560,11.31713,12.31621,0
27.6328,67.6864,0.40235,18.39928,21.38534,0
13.5672,33.2327,0.20620,4.21092,4.57019,0
23.9525,58.6715,0.43216,19.42185,23.50069,0
20.2206,49.5303,0.00412,9.24760,10.81435,0
31.5623,77.3115,1.49918,16.18008,18.76805,0
20.2352,49.5660,13.20835,20.11747,22.88597,0
25.5021,62.4670,0.48803,21.60894,24.70130,0
31.5739,77.3399,1.16411,17.36851,21.95153,0
31.3758,76.8546,2.34829,21.73140,25.44386,0
42.1606,103.2720,0.76956,17.37737,21.15836,0
22.3683,54.7909,0.63250,12.94519,15.58974,0
28.6787,70.2483,0.12548,18.00364,21.39411,0
30.6605,75.1025,0.78311,9.55095,11.96864,0
24.9126,61.0233,0.15224,17.89006,21.66944,0
29.3939,72.0000,3.80801,8.60137,9.52558,0
24.6582,60.3999,1.35538,14.84651,17.56490,0
21.4650,52.5782,3.80254,5.63058,4.62951,0
23.0201,56.3875,2.44652,18.17945,22.84034,0
22.9567,56.2321,0.46286,17.11744,19.32001,0
46.0073,112.6944,0.09977,22.81931,27.46102,0
32.9730,80.7671,3.16116,17.92329,22.59082,0
17.9700,44.0172,0.74379,10.35211,11.90457,0
30.5733,74.8891,1.02763,12.05898,13.10199,0
27.3455,66.9826,0.03628,9.28599,9.84982,0
21.7860,53.3645,0.82880,15.03271,17.59095,0
35.3640,86.6237,37.96744,33.59295,38.27275,0
16.5488,40.5362,0.19503,8.47789,10.32462,0
23.3821,57.2742,0.16084,10.95807,13.73945,0
27.1028,66.3880,0.28407,14.71718,15.94746,0
15.4968,37.9592,0.11841,3.77051,4.66683,0
29.7038,72.7591,0.74879,21.29572,24.92073,0
14.5314,35.5945,0.03784,7.40281,8.67785,0
42.1904,103.3451,0.87941,27.55096,31.91078,0
45.1221,110.5262,1.01970,23.55456,27.80561,0
24.4287,59.8379,1.92056,20.27469,22.45038,0
30.3026,74.2258,3.96525,19.01740,24.73778,0
23.1806,56.7805,5.22928,16.95614,20.08012,0
26.1821,64.1327,5.33366,23.24015,26.26213,0
25.2514,61.8530,0.31095,15.91248,18.60746,0
40.6851,99.6578,2.34189,22.86012,27.23800,0
21.2431,52.0347,6.75975,2.39885,2.78993,0
15.0935,36.9713,7.64754,13.19540,14.69807,0
31.5184,77.2040,0.01959,9.84536,11.02952,0
17.3140,42.4105,1.81690,15.97802,17.57639,0
40.1034,98.2328,1.10077,25.60778,31.70547,0
17.2442,42.2394,0.12459,9.77617,10.84760,0
32.6944,80.0845,1.71727,15.83841,18.82876,0
43.5698,106.7237,0.82519,20.74473,23.48561,0
47.4997,116.3501,0.29187,24.55150,30.97005,0
43.1948,105.8051,1.08186,32.99089,38.08181,0
20.9267,51.2597,1.86730,14.18686,17.88608,0
32.3927,79.3456,0.69770,18.45863,23.34701,0
22.4690,55.0376,9.73639,17.82055,20.59236,0
16.4567,40.3105,0.30701,13.19280,15.77044,0
30.8162,75.4841,14.98156,24.48666,29.00077,0
20.4594,50.1150,2.35309,17.04394,19.07559,0
22.4497,54.9904,0.04910,6.21601,5.46300,0
47.0138,115.1599,2.61593,27.90396,31.66857,0
41.5180,101.6978,0.00000,26.45615,30.97762,0
20.7567,50.8433,0.45484,13.65149,16.43585,0
30.5661,74.8713,0.87233,22.45166,26.79415,0
42.4838,104.0637,25.31905,34.81773,40.43269,0
34.0151,83.3196,0.00041,15.46645,16.32445,0
13.9103,34.0730,3.46938,15.52505,18.29839,0
29.4833,72.2191,0.59275,9.97098,10.69310,0
18.0143,44.1258,0.16291,12.28579,13.93205,0
25.2732,61.9064,0.89988,7.22784,9.07435,0
38.1881,93.5413,0.02588,12.75131,16.58564,0
29.7657,72.9107,0.46169,19.34867,22.92522,0
37.4206,91.6614,0.38140,19.04741,20.34539,0
34.7014,85.0006,8.19681,28.99200,31.74768,0
30.1797,73.9249,2.66609,19.65074,21.65934,0
26.6965,65.3928,0.18717,18.58495,20.95532,0
15.3989,37.7195,0.58865,7.29051,7.52713,0
29.9629,73.3938,0.06332,22.00306,27.01990,0
27.9118,68.3698,6.87514,26.18001,32.86874,0
23.9069,58.5598,1.38443,9.31759,11.38215,0
36.1236,88.4844,43.38959,24.69425,28.75900,0
23.3489,57.1929,0.08415,11.05595,12.09815,0
11.4515,28.0502,0.07748,10.58059,10.85186,0
26.5957,65.1460,0.01996,17.04392,21.09231,0
33.8888,83.0103,0.13613,24.56981,30.20469,0
37.5133,91.8884,0.27256,21.65312,25.44256,0
23.2563,56.9661,1.01430,11.59390,14.61807,0
29.6393,72.6013,0.00000,17.57143,22.79205,0
11.8681,29.0708,0.00026,4.48070,4.48218,0
33.4346,81.8977,1.47878,18.74581,21.32753,0
31.0013,75.9373,1.58441,19.68944,22.29449,0
42.4150,103.8951,3.27803,23.80054,26.85780,0
35.8997,87.9360,0.06090,17.39138,20.17243,0
28.4535,69.6965,0.18305,15.61860,19.37094,0
20.3766,49.9123,0.70075,15.18326,16.98994,0
24.8089,60.7690,0.32233,13.97362,16.10084,0
27.4564,67.2542,1.53556,15.23656,18.59174,0
20.4484,50.0882,0.30176,10.44703,11.71958,0
28.3584,69.4636,1.56945,24.12426,29.61852,0
26.1201,63.9808,0.94645,16.48533,19.13438,0
36.5121,89.4359,0.75136,19.07001,22.40415,0
35.5247,87.0174,0.26161,24.59533,28.24872,0
35.5348,87.0422,1.56483,14.79622,17.30622,0
33.6880,82.5184,2.85884,6.21084,6.43935,0
21.4174,52.4616,0.65868,9.01642,10.63354,0
22.5376,55.2055,0.68393,13.02462,14.25043,0
31.7001,77.6490,0.15527,24.32146,30.99058,0
33.4198,81.8615,20.29328,22.55714,25.67005,0
35.9602,88.0841,2.48414,25.21042,31.33364,0
39.9002,97.7352,0.00021,26.61640,33.37191,0
16.3465,40.0405,0.00648,7.77333,7.54415,0
30.7545,75.3329,0.21357,23.74191,28.59172,0
31.8273,77.9607,0.80675,20.38614,25.28080,0
25.0906,61.4593,7.38793,14.05969,16.70843,0
18.4159,45.1096,0.02884,17.64084,19.70463,0
33.6687,82.4711,1.10513,18.10846,19.08039,0
14.9610,36.6467,0.55029,5.62792,5.89188,0
42.3339,103.6964,0.22756,25.60713,30.64486,0
19.7847,48.4625,0.01103,9.74236,11.17900,0
33.1887,81.2953,0.29852,20.83153,25.06864,0
39.6966,97.2363,4.35883,30.08078,35.92970,0
32.2065,78.8895,10.79985,19.11993,22.60026,0
30.2376,74.0666,0.12686,14.91120,17.79997,0
26.6767,65.3444,2.50640,20.23969,25.30286,0
22.9558,56.2301,0.54189,16.26957,19.35378,0
47.9450,117.4407,1.01465,21.52946,23.72590,0
17.4661,42.7831,0.74148,5.93065,7.63666,0
25.7076,62.9705,1.45589,17.89523,19.78756,0
33.8793,82.9870,1.16819,22.39509,25.47079,0
31.3726,76.8470,1.27299,18.62355,21.52855,0
12.5540,30.7509,0.51682,5.79721,5.92516,0
29.3215,71.8228,3.30939,13.21720,14.30526,0
20.8176,50.9925,1.55881,8.76983,10.53762,0
24.9442,61.1006,1.29045,14.76111,17.21989,0
22.7385,55.6977,0.81001,14.03773,14.94038,0
25.0176,61.2803,1.11362,20.45040,23.78050,0
12.9079,31.6177,24.93380,13.15759,15.18077,0
53.6804,131.4895,2.51123,26.30747,31.92637,0
40.3874,98.9285,2.75977,27.70812,30.27316,0
16.3337,40.0092,0.32715,11.06933,13.13540,0
20.2297,49.5524,8.13509,15.72173,19.26300,0
46.3742,113.5932,0.29737,31.82371,37.77483,0
30.2703,74.1468,1.25862,28.76144,34.17078,0
30.0204,73.5345,0.16443,20.15021,24.32962,0
26.4983,64.9074,2.92637,10.27550,11.98908,0
20.8574,51.0900,1.47220,7.47419,8.33875,0
34.6316,84.8297,57.04539,23.60200,31.09428,0
33.1835,81.2826,1.23771,25.57080,28.66644,0
37.2521,91.2486,1.84059,27.69220,34.07425,0
34.5443,84.6158,11.86227,21.68657,24.14334,0
40.4133,98.9919,3.15264,29.47551,37.13544,0
20.0918,49.2148,22.87378,21.17763,25.29925,0
27.3195,66.9188,16.30680,14.35562,18.02473,0
27.2186,66.6716,0.00370,20.61216,25.25824,0
50.5838,123.9044,3.85852,29.61163,33.81570,0
23.3175,57.1159,0.32405,16.50855,19.82021,0
29.9667,73.4031,0.11406,19.89072,23.52605,0
50.6546,124.0779,0.05100,25.18112,30.46847,0
22.5746,55.2963,5.66511,14.05980,15.89724,0
38.9407,95.3847,1.68186,17.53499,21.09537,0
23.1985,56.8246,2.01653,18.82556,23.37605,0
24.5562,60.1500,0.00002,8.04794,8.47825,0
19.5600,47.9120,0.28161,11.24161,13.70637,0
29.5306,72.3349,0.08836,14.78110,17.26449,0
37.9536,92.9670,2.19823,22.89301,26.81460,0
20.4612,50.1195,0.29914,10.36102,12.00804,0
18.5260,45.3792,1.61004,12.55424,16.69963,0
29.3652,71.9298,0.90367,19.35989,22.28598,0
41.3026,101.1704,1.72036,20.29986,23.90578,0
30.3287,74.2899,0.17067,16.21622,17.97618,0
15.7690,38.6260,0.96914,11.50396,13.33148,0
42.4552,103.9935,3.22937,20.76540,26.30581,0
39.0437,95.6372,1.60258,10.33501,10.87364,0
11.7588,28.8030,0.59990,4.11487,4.16294,0
39.4100,96.5343,2.49802,15.22901,17.40620,0
33.6819,82.5034,0.13525,16.40463,19.04237,0
30.9342,75.7729,0.03809,16.69319,21.35986,0
49.4726,121.1827,0.85889,28.44983,35.61911,0
32.8770,80.5318,0.70694,28.83763,33.37757,0
16.3808,40.1245,0.05452,10.94707,11.19973,0
28.6336,70.1378,2.73685,8.66555,10.53416,0
16.2132,39.7142,0.09196,11.44120,13.22643,0
15.8098,38.7260,2.37736,10.70859,11.86065,0
19.8697,48.6706,0.57495,18.48448,19.62269,0
29.1504,71.4036,0.00780,19.95250,23.82404,0
28.0279,68.6540,1.19609,12.57069,14.33202,0
30.7907,75.4216,0.79785,16.05700,18.00506,0
31.1415,76.2808,5.20377,10.79928,11.13861,0
12.8068,31.3701,2.85545,8.22914,9.87379,0
34.5185,84.5527,0.00135,19.31694,24.25064,0
26.1826,64.1339,10.55651,19.51535,22.75472,0
41.3250,101.2252,0.42952,29.17436,36.12682,0
14.0303,34.3671,0.03316,6.91982,7.92623,0
26.0364,63.7760,3.25016,14.33024,18.68766,0
17.7762,43.5426,3.11128,11.97516,12.70663,0
25.6684,62.8745,4.23307,22.24339,25.81073,0
25.6683,62.8742,5.45369,8.98274,10.93155,0
22.0005,53.8901,1.55744,17.88465,21.15573,0
34.1343,83.6115,0.06390,26.69093,29.05047,0
25.3974,62.2106,0.22437,16.75881,20.19955,0
39.9121,97.7644,0.50586,29.70175,34.31841,0
8.0000,19.5959,3.63345,4.43674,4.00806,0
42.3874,103.8275,0.02577,13.70191,16.18971,0
43.8818,107.4879,1.50733,27.84697,35.14068,0
13.9648,34.2067,0.04033,11.50535,11.78321,0
26.3999,64.6663,0.06340,12.33810,16.48869,0
35.1260,86.0408,34.65626,30.63094,35.68173,0
27.3915,67.0952,0.11972,17.63324,21.37419,0
32.5689,79.7773,0.49534,21.11650,22.79941,0
30.0977,73.7239,3.24886,20.06612,25.33312,0
40.1184,98.2696,9.47772,27.80322,32.03233,0
30.3052,74.2322,0.02596,23.15460,28.63826,0
17.8655,43.7614,12.01578,15.21144,18.31218,0
36.5560,89.5436,1.20069,24.67441,28.52772,0
40.9366,100.2739,1.15981,21.52344,26.41392,0
15.3708,37.6506,1.17439,11.67519,11.51187,0
28.6154,70.0931,1.44880,16.60245,20.10894,0
16.0950,39.4245,9.22550,13.36189,15.46530,0
28.4533,69.6962,1.76298,19.40546,24.30238,0
20.9114,51.2224,0.12807,11.90317,13.92769,0
50.7314,124.2661,5.73266,16.03642,17.67080,0
28.2892,69.2941,0.31213,12.05075,14.74074,0
20.0928,49.2170,8.25633,14.70093,17.81130,0
20.2840,49.6854,0.73848,6.16696,6.40190,0
16.8353,41.2379,0.17445,13.81992,15.59759,0
38.3642,93.9728,1.41025,29.93504,34.74146,0
22.4374,54.9602,0.86610,14.01345,17.19928,0
29.4805,72.2121,1.20612,22.71012,27.12408,0
31.8764,78.0809,53.48548,26.77343,32.25253,0
46.7448,114.5010,0.00392,28.63510,33.70998,0
22.7062,55.6185,4.62981,16.65777,21.36730,0
17.9243,43.9054,1.11584,8.63671,8.91082,0
28.0448,68.6954,2.52307,20.50181,22.00713,0
36.6908,89.8737,0.51684,18.16241,22.06529,0
25.8033,63.2048,6.32498,12.32372,14.08543,0
19.4271,47.5864,9.82013,16.94761,20.75670,0
40.8319,100.0173,7.66572,23.88171,29.33011,0
49.1407,120.3696,4.13907,33.31152,39.88603,0
29.9518,73.3667,0.01417,20.57316,22.52186,0
26.6167,65.1974,0.13256,14.58093,18.22533,0
21.1397,51.7816,0.15056,15.53139,18.17331,0
44.7990,109.7347,3.06305,27.95516,34.65444,0
28.5984,70.0515,2.07183,17.96668,20.90949,0
28.3488,69.4400,1.41810,15.58787,18.39905,0
32.7306,80.1732,0.02151,11.35101,13.57004,0
31.5910,77.3818,0.04668,25.35048,30.83273,0
29.8147,73.0307,4.91311,21.79139,25.99156,0
17.6966,43.3477,0.33512,8.63636,10.28196,0
37.0806,90.8287,0.70655,20.82155,23.47407,0
32.8498,80.4651,0.01256,22.72617,30.16337,0
28.4574,69.7061,1.18010,10.62280,12.75135,0
12.7905,31.3301,4.10041,12.48093,13.27584,0
34.8513,85.3679,0.24809,11.09443,13.41701,0
28.8214,70.5977,0.08833,22.25091,25.07291,0
35.8914,87.9157,0.93729,25.99011,33.15431,0
25.8348,63.2820,0.28119,12.72929,14.95168,0
20.3147,49.7606,0.42296,9.79176,10.73471,0
28.2752,69.2598,2.87053,13.64453,15.64428,0
32.3507,79.2427,2.27316,11.60292,12.37334,0
37.6977,92.3400,2.66492,17.52992,21.77315,0
28.1974,69.0693,1.14928,16.44684,21.59974,0
12.1431,29.7443,0.03753,6.92771,9.26617,0
40.0859,98.1901,1.40179,16.00226,17.27659,0
20.8205,50.9995,2.13714,16.31422,18.87411,0
35.5959,87.1917,0.84651,21.54795,25.51036,0
11.3079,27.6987,1.21713,4.83848,5.17080,0
25.5621,62.6142,0.90319,15.20809,16.34967,0
8.1808,20.0387,0.11528,2.25693,3.18077,0
37.6233,92.1579,1.61785,23.43583,29.26670,0
33.4386,81.9075,0.73945,24.51702,28.84596,0
28.6248,70.1161,0.82241,21.98308,24.31328,0
25.9538,63.5735,2.26198,18.56960,21.24325,0
41.6003,101.8995,0.00923,24.16321,29.49196,0
31.1679,76.3454,2.03264,9.60994,9.50207,0
22.1542,54.2664,1.14462,10.26198,12.13666,0
34.5553,84.6428,0.12841,13.14422,15.54977,0
21.0482,51.5573,0.71795,10.45144,11.80290,0
47.4313,116.1825,0.59153,30.82226,35.17472,0
25.0611,61.3870,0.24165,17.20922,19.59840,0
20.7172,50.7467,0.31488,16.17169,18.82954,0
38.3945,94.0469,1.15870,25.48887,30.80576,0
25.3630,62.1264,7.89720,19.84915,21.23973,0
20.8152,50.9867,1.36061,18.95739,23.21197,0
18.0299,44.1642,1.43981,13.68142,16.59374,0
10.9671,26.8638,0.38233,4.26654,3.16488,0
14.0852,34.5015,3.47271,11.60730,14.05917,0
31.6990,77.6463,2.31436,18.84254,21.62756,0
29.1973,71.5186,0.40858,23.51637,30.13335,0
46.3765,113.5988,0.78325,30.35393,31.01547,0
34.9453,85.5981,0.45900,19.76189,24.57113,0
27.5468,67.4756,0.01028,18.01604,22.48241,0
22.5541,55.2459,0.13295,10.47036,12.79325,0
23.0494,56.4593,1.92358,9.56274,12.06235,0
29.6124,72.5353,6.37130,20.74521,23.92119,0
33.6686,82.4708,2.00042,20.36357,24.97001,0
33.2697,81.4938,0.06257,18.32944,21.92140,0
39.0204,95.5800,0.13825,25.33695,29.37832,0
50.5644,123.8570,0.46953,27.72033,36.43036,0
22.6326,55.4384,1.44150,20.78886,24.25203,0
12.3262,30.1929,3.35170,10.12107,11.96702,0
25.6259,62.7704,0.74411,13.81391,17.14481,0
21.4383,52.5129,0.01277,12.97427,15.17063,0
16.3050,39.9388,0.22540,9.65939,10.03105,0
10.0283,24.5641,0.72428,6.86619,8.41561,0
18.9493,46.4162,0.70103,13.83229,15.62332,0
30.3971,74.4574,8.89917,22.48632,29.18028,0
42.5297,104.1760,0.64257,29.34827,36.01207,0
14.0985,34.5341,0.10962,11.47460,14.38601,0
26.3234,64.4790,111.87327,22.69922,28.36333,0
24.1527,59.1619,0.49006,16.42075,19.61079,0
21.7189,53.2002,0.13068,15.58937,17.51573,0
13.6320,33.3914,0.43333,6.36115,7.70318,0
12.7917,31.3330,1.91708,9.92715,13.22854,0
29.8274,73.0618,0.96438,20.38667,21.77986,0
28.4211,69.6172,0.21407,18.24661,24.34939,0
30.8710,75.6182,0.38992,21.21586,25.32729,0
20.0940,49.2201,2.16542,17.59185,19.88304,0
26.8706,65.8192,0.04000,15.07318,18.63356,0
20.2171,49.5215,1.94617,12.40934,13.88076,0
28.8813,70.7446,0.94816,16.19916,20.70444,0
16.8191,41.1983,2.38146,7.98215,7.65950,0
26.9674,66.0563,0.31141,23.96856,25.71564,0
42.6456,104.4601,1.88807,20.91911,26.39118,0
18.3309,44.9013,0.00554,11.92607,14.89986,0
9.6662,23.6773,0.00515,8.79634,9.59572,0
36.4740,89.3427,0.78883,18.91898,23.12759,0
17.0497,41.7629,0.04522,10.76377,11.58486,0
17.4269,42.6871,23.81637,13.96139,16.10594,0
25.7773,63.1413,9.72440,19.17324,21.66426,0
33.9789,83.2309,0.15492,19.08142,23.72404,0
13.2202,32.3827,4.37166,7.52311,9.20777,0
34.3130,84.0493,1.01074,24.57271,29.72333,0
17.5637,43.0220,2.89666,14.13561,17.44281,0
35.6392,87.2979,0.86109,24.86728,28.40227,0
45.1858,110.6822,0.00158,29.88704,33.95038,0
40.6878,99.6644,0.11445,18.21360,20.94312,0
25.7655,63.1123,2.89441,19.98238,23.92573,0
14.8169,36.2938,0.05862,11.23459,12.66520,0
32.2858,79.0838,0.15294,19.00882,22.43631,0
41.0106,100.4550,0.00220,26.92942,32.50714,0
32.6455,79.9649,0.13044,16.14376,20.08016,0
51.1403,125.2677,0.21475,34.80285,43.34553,0
40.4123,98.9895,1.45951,16.40794,20.03643,0
21.2784,52.1212,0.30971,16.45655,18.91523,0
23.1448,56.6930,0.05670,15.37504,15.80011,0
39.4805,96.7070,4.77279,27.66115,33.97194,0
29.7271,72.8162,1.26436,21.44419,26.71406,0
48.2678,118.2314,0.74407,32.57246,37.26717,0
30.9018,75.6937,0.11401,26.65541,29.38050,0
17.9008,43.8478,6.97772,15.80761,18.50896,0
31.4201,76.9631,0.55254,22.95492,24.06772,0
29.6285,72.5747,0.64123,20.14769,22.83998,0
31.7533,77.7794,12.23128,24.62269,30.96795,0
25.7042,62.9622,0.16467,20.92273,23.32170,0
32.3261,79.1825,0.04506,18.17980,19.21283,0
20.6470,50.5746,1.75991,16.12860,19.56805,0
8.0000,19.5959,0.10504,4.68362,5.44642,0
31.0188,75.9803,0.71250,17.14239,16.43794,0
36.8075,90.1597,0.29032,16.70886,18.92118,0
29.3307,71.8453,5.55936,22.74234,27.23511,0
37.1295,90.9483,0.05516,19.47378,23.47465,0
30.0214,73.5371,0.49376,12.31583,14.87453,0
16.5860,40.6273,0.35257,11.48395,13.03265,0
41.3844,101.3706,0.64748,20.79530,25.22764,0
11.9221,29.2031,0.32828,1.47174,1.72355,0
27.7319,67.9290,0.86422,18.86736,22.59379,0
19.1569,46.9246,1.44449,8.53231,10.64256,0
21.3170,52.2157,0.46265,8.72295,9.37407,0
24.0374,58.8793,0.38707,15.94875,18.66727,0
33.0490,80.9532,0.25470,20.99967,24.72419,0
24.2296,59.3501,0.00122,13.61369,13.30825,0
13.0169,31.8849,0.18434,8.90303,9.56041,0
24.7389,60.5977,0.25302,9.87609,9.87457,0
33.0938,81.0630,1.81621,18.52528,22.14417,0
22.5880,55.3290,1.12796,7.56652,8.77726,0
20.5416,50.3165,3.94604,19.14749,20.44918,0
22.4530,54.9984,0.93458,13.83498,16.65608,0
19.9575,48.8856,1.48424,7.88962,8.85806,0
26.3812,64.6204,0.12967,20.05910,23.28061,0
20.2021,49.4848,7.13693,16.00039,20.20977,0
20.3631,49.8792,0.05488,14.62756,16.15570,0
42.1093,103.1463,0.52713,17.74719,20.28475,0
37.4427,91.7155,1.09944,9.40144,10.07789,0
21.3958,52.4088,0.19617,13.72001,15.88763,0
29.0836,71.2399,1.04654,15.49280,16.94888,0
15.8931,38.9299,0.11690,13.35816,15.20166,0
34.3751,84.2015,0.25891,18.09180,20.54581,0
18.6645,45.7186,0.37123,14.59546,16.98175,0
17.3054,42.3893,0.26378,6.75417,8.16480,0
20.8471,51.0648,0.40700,15.16958,19.42979,0
28.4925,69.7921,0.40796,19.35629,21.72555,0
42.5824,104.3052,1.31807,18.74758,21.87034,0
20.2689,49.6484,4.04463,16.19618,20.13428,0
12.0219,29.4475,3.08872,11.14689,12.19066,0
18.7567,45.9443,1.25999,12.31967,14.93698,0
30.8632,75.5991,0.37310,17.45255,19.34938,0
56.6185,138.6865,8.13527,14.44079,18.13384,0
20.8849,51.1573,0.57718,8.13163,8.46436,0
68.1693,166.9800,5.23224,18.55498,20.96447,0
31.7997,77.8930,0.00128,8.98568,11.57991,0
30.8104,75.4698,0.69238,15.33457,17.84088,0
28.7225,70.3555,0.69620,16.20824,19.34295,0
40.5078,99.2234,2.24091,15.13739,15.68412,0
8.5318,20.8986,1.57953,5.05252,6.12062,0
32.9735,80.7681,0.16461,15.85033,20.28630,0
30.0834,73.6889,6.23704,20.73113,24.81630,0
25.0231,61.2937,0.00165,16.61190,19.18615,0
11.4309,27.9998,0.59790,7.63885,8.79156,0
17.5068,42.8828,0.46608,11.83213,13.56932,0
42.0498,103.0005,0.42652,20.84900,24.81501,0
11.5623,28.3216,0.40615,9.95996,10.97504,0
23.5047,57.5746,4.97958,18.91267,21.43385,0
17.4780,42.8122,1.97586,13.16344,15.22325,0
26.9746,66.0741,1.00289,12.93010,13.76891,0
18.7978,46.0451,0.13469,12.78392,15.42492,0
15.0032,36.7501,0.28119,8.56678,9.62300,0
31.2824,76.6259,1.26674,22.02288,24.95728,0
23.8783,58.4895,0.52841,18.55572,22.82641,0
31.4447,77.0234,0.52808,21.34806,25.23011,0
29.7471,72.8653,0.11937,12.35374,14.41284,0
29.0513,71.1609,37.74538,21.52498,27.60968,0
29.7717,72.9255,5.85788,20.19665,22.16406,0
13.9310,34.1239,0.59639,11.28752,13.00178,0
29.2554,71.6608,0.81332,15.98150,17.14217,0
28.6962,70.2910,0.18376,20.82801,22.89698,0
10.1736,24.9202,26.28576,10.60178,10.86899,0
32.8247,80.4039,3.02734,18.41664,21.04507,0
41.5063,101.6693,2.18108,21.88906,26.33751,0
32.9309,80.6638,6.07066,27.46473,32.75633,0
15.1072,37.0049,2.44959,10.07435,12.68255,0
21.5837,52.8691,1.06210,14.42097,17.94667,0
25.2826,61.9296,0.24752,16.79499,19.99672,0
24.1693,59.2025,2.24749,9.19519,10.90477,0
26.1214,63.9840,0.12740,19.67758,23.87655,0
17.8285,43.6708,10.73508,15.00756,18.32419,0
16.8547,41.2855,0.39823,9.60869,11.78243,0
23.6643,57.9656,1.73803,7.64126,8.96925,0
40.4897,99.1792,0.98153,20.01169,22.87455,0
21.4345,52.5036,0.02092,13.94814,15.25871,0
22.3725,54.8012,0.00556,14.60336,16.86926,0
29.8059,73.0093,0.32220,18.51317,21.60860,0
40.5914,99.4282,0.24477,17.30826,19.43247,0
36.7584,90.0394,1.28681,20.76619,25.12728,0
41.4525,101.5375,1.11632,23.49512,29.36422,0
27.1403,66.4798,0.28253,11.69643,13.91123,0
27.2839,66.8317,0.50012,15.68915,18.56551,0
12.7250,31.1698,0.07351,3.92081,5.16450,0
26.0125,63.7174,0.08366,12.71847,14.17540,0
31.9186,78.1842,2.00176,20.35655,25.45943,0
26.2243,64.2362,0.17966,19.84128,22.50634,0
22.7524,55.7318,0.93845,9.35142,9.72385,0
30.0861,73.6955,0.53071,16.55212,19.84587,0
36.1834,88.6309,0.61956,22.40758,24.33868,0
21.2053,51.9421,3.06770,17.34179,20.68980,0
11.2634,27.5896,0.01889,5.83236,6.02415,0
24.8289,60.8181,0.14718,11.60072,13.47934,0
21.5335,52.7460,0.12044,14.68620,17.19083,0
23.4652,57.4778,6.66540,18.18797,22.53599,0
32.5714,79.7833,0.17192,17.80563,22.52190,0
32.9556,80.7244,2.30828,8.16373,10.60036,0
27.9808,68.5387,0.03312,17.43656,18.97776,0
28.0396,68.6828,1.60006,18.02474,20.48274,0
23.3830,57.2763,7.61165,16.52635,19.29456,0
11.3024,27.6851,0.28980,4.01839,4.15433,0
18.9713,46.4701,102.02377,24.57142,29.40446,0
46.6067,114.1626,0.76548,13.07757,16.00432,0
33.3140,81.6022,0.05609,19.82579,22.61231,0
31.3723,76.8462,6.77377,17.54970,20.55863,0
13.8394,33.8995,0.19978,7.99765,8.73648,0
38.2728,93.7489,0.02107,21.79277,25.68200,0
26.2636,64.3323,0.09670,18.65425,20.89203,0
31.5935,77.3881,0.01691,18.41382,22.26407,0
32.8848,80.5510,6.55352,21.69920,24.90080,0
15.4882,37.9383,2.21670,10.67988,11.46640,0
24.9180,61.0363,0.49192,18.75161,21.72913,0
9.3060,22.7949,0.30111,6.58334,7.26953,0
16.7591,41.0512,0.37633,13.79164,16.88930,0
34.3347,84.1026,0.06351,13.95613,14.98632,0
26.1786,64.1243,0.67522,17.57012,20.73799,0
33.6178,82.3464,0.61769,20.47716,23.96184,0
