nlls_dstar,npe_dstar,nlls_railed
0.106400,0.049826,0
0.020222,0.077162,0
0.016725,0.071502,0
0.042678,0.053557,0
0.150000,0.040171,1
0.046104,0.066646,0
0.150000,0.034067,1
0.003000,0.030249,1
0.127076,0.039332,0
0.125601,0.053244,0
0.045616,0.012666,0
0.150000,0.050988,1
0.036342,0.059143,0
0.078022,0.060137,0
0.150000,0.024457,1
0.063435,0.018138,0
0.077888,0.062633,0
0.040793,0.054789,0
0.065302,0.064798,0
0.119880,0.023733,0
0.052927,0.033819,0
0.022799,0.073361,0
0.023883,0.067872,0
0.084723,0.059205,0
0.131360,0.040457,0
0.073522,0.041909,0
0.046110,0.064718,0
0.031034,0.069973,0
0.109064,0.068775,0
0.003000,0.073531,1
0.093836,0.058839,0
0.027471,0.069783,0
0.013357,0.072755,0
0.027364,0.038423,0
0.003000,0.067172,1
0.003058,0.048954,1
0.042818,0.053926,0
0.030983,0.071936,0
0.118469,0.020221,0
0.150000,0.058299,1
0.150000,0.051414,1
0.150000,0.050151,1
0.027508,0.073408,0
0.150000,0.057684,1
0.150000,0.066574,1
0.149552,0.057014,1
0.031821,0.063419,0
0.025400,0.064397,0
0.017561,0.071055,0
0.033290,0.069583,0
0.139998,0.050062,0
0.004309,0.069927,0
0.056313,0.070157,0
0.003000,0.061085,1
0.086987,0.066109,0
0.023502,0.073038,0
0.055945,0.057476,0
0.025433,0.066511,0
0.052747,0.058618,0
0.065342,0.062444,0
0.028883,0.044470,0
0.056026,0.059108,0
0.003503,0.064047,0
0.120699,0.048670,0
0.087579,0.027306,0
0.052875,0.054652,0
0.041455,0.061564,0
0.003000,0.029892,1
0.139481,0.061800,0
0.150000,0.046943,1
0.110114,0.039708,0
0.044824,0.067986,0
0.150000,0.016062,1
0.150000,0.049886,1
0.150000,0.047831,1
0.049387,0.049245,0
0.075873,0.060506,0
0.150000,0.027551,1
0.061773,0.045503,0
0.144869,0.047953,0
0.026148,0.065264,0
0.085229,0.077995,0
0.150000,0.056785,1
0.150000,0.057484,1
0.150000,0.069874,1
0.028200,0.072676,0
0.080374,0.064481,0
0.150000,0.054129,1
0.137126,0.055140,0
0.036442,0.066281,0
0.018940,0.066540,0
0.050529,0.055222,0
0.047523,0.061291,0
0.003000,0.065836,1
0.091800,0.054313,0
0.031921,0.080855,0
0.071233,0.046812,0
0.150000,0.057343,1
0.042499,0.072462,0
0.150000,0.044467,1
0.089391,0.053735,0
0.003000,0.060628,1
0.150000,0.049471,1
0.072661,0.058358,0
0.098311,0.052336,0
0.096210,0.039836,0
0.089485,0.049452,0
0.032946,0.083055,0
0.070581,0.059954,0
0.113826,0.048109,0
0.037506,0.059836,0
0.060180,0.062915,0
0.132573,0.069267,0
0.150000,0.065849,1
0.095511,0.048798,0
0.032252,0.056559,0
0.003000,0.059307,1
0.061973,0.064264,0
0.111528,0.047224,0
0.049986,0.041361,0
0.127930,0.040005,0
0.058618,0.053345,0
0.088371,0.048382,0
0.150000,0.060438,1
0.135996,0.033594,0
0.090631,0.025618,0
0.003000,0.027555,1
0.150000,0.058288,1
0.150000,0.052854,1
0.150000,0.026405,1
0.073246,0.024269,0
0.075983,0.049777,0
0.150000,0.055828,1
0.093881,0.036258,0
0.150000,0.021625,1
0.105293,0.027217,0
0.137262,0.057569,0
0.090187,0.048325,0
0.150000,0.056379,1
0.150000,0.061674,1
0.102851,0.019082,0
0.150000,0.033821,1
0.150000,0.032384,1
0.081557,0.061334,0
0.037170,0.073348,0
0.072888,0.050528,0
0.105674,0.034241,0
0.150000,0.013419,1
0.084815,0.055743,0
0.150000,0.060875,1
0.042276,0.073204,0
0.062169,0.053309,0
0.150000,0.029751,1
0.078124,0.029261,0
0.131525,0.063257,0
0.054382,0.045660,0
0.059393,0.065517,0
0.133103,0.048550,0
0.150000,0.024609,1
0.114767,0.060584,0
0.081689,0.016332,0
0.065334,0.056351,0
0.150000,0.061362,1
0.150000,0.039519,1
0.150000,0.048795,1
0.090870,0.017825,0
0.150000,0.040130,1
0.150000,0.068900,1
0.150000,0.053988,1
0.064187,0.043327,0
0.084418,0.030444,0
0.150000,0.060777,1
0.106636,0.058318,0
0.059948,0.061476,0
0.018593,0.058389,0
0.030437,0.066650,0
0.056978,0.046668,0
0.084379,0.049229,0
0.150000,0.049960,1
0.150000,0.044245,1
0.150000,0.054118,1
0.150000,0.038665,1
0.150000,0.028246,1
0.091624,0.051516,0
0.060080,0.049024,0
0.150000,0.069771,1
0.117924,0.055217,0
0.150000,0.045368,1
0.150000,0.058167,1
0.107473,0.059834,0
0.098435,0.031981,0
0.150000,0.057524,1
0.118610,0.072009,0
0.056167,0.031857,0
0.088700,0.021740,0
0.150000,0.021254,1
0.034375,0.063010,0
0.150000,0.062292,1
0.109961,0.056782,0
0.103126,0.039031,0
0.130302,0.015538,0
0.150000,0.044309,1
0.150000,0.054077,1
0.037772,0.071546,0
0.070730,0.060524,0
0.089998,0.023638,0
0.150000,0.027937,1
0.150000,0.066624,1
0.035668,0.072997,0
0.052109,0.074681,0
0.140651,0.019711,0
0.082158,0.018033,0
0.087130,0.067846,0
0.039340,0.065795,0
0.041621,0.072273,0
0.150000,0.064746,1
0.150000,0.020901,1
0.065711,0.076597,0
0.042882,0.071310,0
0.003000,0.071198,1
0.150000,0.060603,1
0.087530,0.049172,0
0.003000,0.071529,1
0.041389,0.063142,0
0.150000,0.028917,1
0.150000,0.050138,1
0.077200,0.068013,0
0.035078,0.055539,0
0.150000,0.051328,1
0.150000,0.027121,1
0.088024,0.057295,0
0.150000,0.050192,1
0.150000,0.031861,1
0.118156,0.052300,0
0.150000,0.036212,1
0.127863,0.015675,0
0.150000,0.017115,1
0.111361,0.043508,0
0.057042,0.059412,0
0.124516,0.048623,0
0.133835,0.058669,0
0.150000,0.047410,1
0.150000,0.080386,1
0.150000,0.059486,1
0.122676,0.057493,0
0.094920,0.072094,0
0.150000,0.061976,1
0.003000,0.064115,1
0.003000,0.065705,1
0.122556,0.065527,0
0.150000,0.053643,1
0.027075,0.076741,0
0.003000,0.054755,1
0.097169,0.066293,0
0.150000,0.049493,1
0.150000,0.016690,1
0.009219,0.070383,0
0.003000,0.055135,1
0.003000,0.066834,1
0.003000,0.057979,1
0.150000,0.019920,1
0.088724,0.048074,0
0.003000,0.054851,1
0.028539,0.075454,0
0.048168,0.062241,0
0.150000,0.039233,1
0.150000,0.039246,1
0.003000,0.068462,1
0.150000,0.076441,1
0.150000,0.043083,1
0.150000,0.033483,1
0.150000,0.053777,1
0.003000,0.068291,1
0.123063,0.072069,0
0.114986,0.062166,0
0.103223,0.014977,0
0.150000,0.037122,1
0.150000,0.026286,1
0.003000,0.072650,1
0.150000,0.057207,1
0.150000,0.038490,1
0.097612,0.065882,0
0.006922,0.073665,0
0.150000,0.052167,1
0.150000,0.016372,1
0.150000,0.030934,1
0.079461,0.055629,0
0.150000,0.048474,1
0.142158,0.063734,0
0.150000,0.059458,1
0.150000,0.058615,1
0.150000,0.065323,1
0.141807,0.043109,0
0.150000,0.046174,1
0.150000,0.043666,1
0.150000,0.046311,1
0.150000,0.056000,1
0.150000,0.033500,1
0.150000,0.022166,1
0.078816,0.050903,0
0.003000,0.068174,1
0.135348,0.049883,0
0.078271,0.064851,0
0.114129,0.021410,0
0.068619,0.029577,0
0.079814,0.064727,0
0.150000,0.031535,1
0.150000,0.057927,1
0.150000,0.036462,1
0.150000,0.018979,1
0.150000,0.059670,1
0.150000,0.042665,1
0.150000,0.070851,1
0.150000,0.042920,1
0.150000,0.019301,1
0.150000,0.052864,1
0.100496,0.036608,0
0.032543,0.064205,0
0.150000,0.017871,1
0.003000,0.070422,1
0.150000,0.033131,1
0.150000,0.069509,1
0.047425,0.051332,0
0.150000,0.034771,1
0.150000,0.027846,1
0.150000,0.024019,1
0.085123,0.015458,0
0.150000,0.044157,1
0.003000,0.070416,1
0.150000,0.041242,1
0.150000,0.029175,1
0.094575,0.050903,0
0.071634,0.040212,0
0.106445,0.060686,0
0.030407,0.066328,0
0.150000,0.069698,1
0.150000,0.043521,1
0.074032,0.059192,0
0.045953,0.063115,0
0.142526,0.038002,0
0.103676,0.042431,0
0.089532,0.027897,0
0.027853,0.068407,0
0.039696,0.070648,0
0.077763,0.060414,0
0.150000,0.016608,1
0.150000,0.056037,1
0.029406,0.036637,0
0.150000,0.037645,1
0.150000,0.024265,1
0.021741,0.064637,0
0.057293,0.043842,0
0.116067,0.051953,0
0.149746,0.018969,1
0.131238,0.052064,0
0.048596,0.071855,0
0.093943,0.065253,0
0.150000,0.018684,1
0.150000,0.068151,1
0.150000,0.062497,1
0.129713,0.016924,0
0.150000,0.031278,1
0.129165,0.055555,0
0.137207,0.014090,0
0.003000,0.035707,1
0.003000,0.060021,1
0.064348,0.024665,0
0.150000,0.031400,1
0.068629,0.060707,0
0.150000,0.012340,1
0.150000,0.046300,1
0.150000,0.046746,1
0.052155,0.068419,0
0.150000,0.053222,1
0.115222,0.055469,0
0.150000,0.073666,1
0.098846,0.058783,0
0.096746,0.055039,0
0.086979,0.059406,0
0.003000,0.058904,1
0.150000,0.062080,1
0.119096,0.038427,0
0.150000,0.055940,1
0.003000,0.065489,1
0.003000,0.084157,1
0.150000,0.053533,1
0.150000,0.060508,1
0.003000,0.066327,1
0.150000,0.059660,1
0.124767,0.067208,0
0.003000,0.066977,1
0.127429,0.056189,0
0.150000,0.063086,1
0.012037,0.069726,0
0.029639,0.071951,0
0.150000,0.074495,1
0.003000,0.074299,1
0.150000,0.064136,1
0.150000,0.038344,1
0.003000,0.052244,1
0.150000,0.028891,1
0.061702,0.076946,0
0.150000,0.015244,1
0.126508,0.062288,0
0.003000,0.061485,1
0.104746,0.060959,0
0.120874,0.055927,0
0.068376,0.020749,0
0.150000,0.015706,1
0.150000,0.045768,1
0.150000,0.068240,1
0.150000,0.069344,1
0.071464,0.065080,0
0.003000,0.076763,1
0.117673,0.082205,0
0.143438,0.053572,0
0.005565,0.064334,0
0.148458,0.055446,0
0.150000,0.061967,1
0.150000,0.050360,1
0.150000,0.068061,1
0.150000,0.021555,1
0.150000,0.043370,1
0.150000,0.042133,1
0.150000,0.061969,1
0.150000,0.069325,1
0.150000,0.047689,1
0.139496,0.063385,0
0.150000,0.028550,1
0.139640,0.054720,0
0.074691,0.059155,0
0.150000,0.064087,1
0.150000,0.032026,1
0.150000,0.063952,1
0.150000,0.052166,1
0.150000,0.046196,1
0.003000,0.071356,1
0.115020,0.064919,0
0.150000,0.058833,1
0.106129,0.032211,0
0.150000,0.064152,1
0.150000,0.057167,1
0.150000,0.051790,1
0.150000,0.062523,1
0.150000,0.056274,1
0.150000,0.061653,1
0.121337,0.055056,0
0.081178,0.075677,0
0.150000,0.075267,1
0.062218,0.072161,0
0.003000,0.070273,1
0.003000,0.072047,1
0.026645,0.070863,0
0.150000,0.067816,1
0.150000,0.043203,1
0.150000,0.066815,1
0.003000,0.076718,1
0.104488,0.056582,0
0.107388,0.064632,0
