snr,sparse_claimed_ratio,dense_claimed_ratio,sparse_achieved_ratio,dense_achieved_ratio
10.0,0.08356963934836655,0.4632627555495983,0.01794685875258375,0.15456666929597335
20.0,0.15955741815611255,0.8523276947993285,0.04385432790577,0.37141192692018066
50.0,0.3762742028929421,1.591077610005557,0.12453984606731355,0.9014605057825381
100.0,0.6710795300184935,2.2405063309609066,0.18652698724447425,1.1050713599266226
